27,我算不上有天赋，领悟力也不太够…拼命读书通过考试这才进了教令院。对不起，我…我先不跟你闲聊了，一说到教令院我就想起来，我的课题进度报告…到现在为止还没有进度呢。
28,我和导师的关系吗？嗯…怎么说呢…啊，你不要误会了，其实导师对我挺好的，我入学的时候还得到了她的推荐呢。每次我觉得自己要撑不住了，她都会鼓励我，然后顺便多要求一篇论文…
29,整个须弥最有才能的人几乎都到教令院来了，而且这儿还有那么多聪明得让人发抖的外国学者，你想想，这里的竞争该有多大！和这些人一起学习…我真的够格吗？
30,嘘，小声点，不要吵醒她，就让她安心睡上一觉吧。你问我嘴里的「她」是谁？哦，当然是每天为课业抓耳挠腮的莱依拉呀。那我是谁？呵呵，我也是莱依拉呀。
31,我听别人提过，她好像以为所有写不完的课业总能在一场梦之后自动完成，都是「星空的赐福」。她呀，完全搞错了哦。…不过，你可别告诉她哦。
32,画星图真的是件累人的事，如果不是因为喜欢，我恐怕也坚持不下来。一会儿要用尺、一会儿要拿纸算、一会儿要查历年的星象…不知不觉一天时间就过去了。但看着画得整整齐齐的巨大星图，总是很有成就感。
33,从前我还没进入教令院念书的时候，睡眠质量还算过得去。但自从在这里学习之后…唔，压力实在是太恐怖了…我真的很想每天安安稳稳一觉到天亮，呜呜…
34,每晚我躺上床之前，都会为自己热一杯牛奶喝，希望夜里能有个好觉，希望夜里能有个好觉，希望夜里能有个好觉。
35,有一次，我听人说，有个神奇商人在卖的「睡眠软糖」很有效。我花光了奖学金和攒下的零花钱试了试，确实有效，那阵子我也睡得很好。但一盒卖二十万摩拉…实在太贵了，我、我绝对不会再买了，买一送一也不行，买一送二的话…我就再考虑考虑。
36,好厉害，好羡慕，你还真是什么都会呀。
37,…嗯，味道还算不错。
38,要不…我们还是去店里买外带吧？
39,生日快乐，我把这个袖珍星盘送给你。希望从过去到未来，见证了我们所有人类命运的星星能把目光分给你，伴随你走过沙漠、穿过海洋，到达你所探寻的终点。
40,莱依拉啊莱依拉，你还要更勤奋。
41,莱依拉啊莱依拉，你已经很勤奋了，不过你的知识还不够全面。
42,莱依拉啊莱依拉，你读书又勤奋又广博，这很好。但你可千万不能松懈，一时懈怠，就会落后于人，最后悲惨延毕。
43,莱依拉啊莱依拉，要相信自己，也要相信帮了你那么多的那个人。你们一起，什么问题都能解决！呼…好了，所有担心我都抛到脑后了，咱们出发吧！
44,寒星！
45,拒绝打扰！
46,星星的加护。
47,星辰，为我降下。
48,极寒，任我驱使。
49,别害怕。
50,性价比不错。
51,还是你眼睛尖。
52,哇！突然感觉不困了。
53,我好困…
54,完了完了完了…
55,现在逃还来得及吗？
56,醒醒，别昏过去！
57,糟了糟了，你、你受伤了！
58,永恒的睡眠…
59,老师，对不起…
60,拜托了，这是个…梦…
61,你不讲理！
62,这是违反规定的！
63,睡不着就四处走走吧。
64,请好假了…没有忘的吧？
65,唉，脑袋空空，出去放松。
