14,"I agree. I don't like having to pull them on later to catch up on school rick either, but they just keep hiling on the assignments, don't they? That's all things going here. So obviously I have to help her out. Wanna keep me company?"
15,"If I don't end up staying at academia after graduation, I think I'll come travel the world with you. What do you think?"
16,"Ah! Where's that glowing coming from? I could have sworn I'd turn all lights off before I fell asleep. Ah, it's just my vision. I wonder. Oh, wait, but didn't I leave this on my nightstand?"
17,"The chief editor of our Darshan keeps Starlux that show the fates of all living beings. They are, without a shadow of a doubt, the apex of astronomical knowledge. The first time I saw one, I was scared speechless. Oh, are you interested? If you just want to take a quick look, let me put in an application for you. I think it should be fine, I think."
18,"Are there any plants that can catch bugs? Because if so, I need their help. I don't fall asleep easily to begin with, but now there's this little flying bug somewhere in my room. The buzzing is so loud and it never stops. But I've tried, but I just can't find it."
19,"Monema just is the astrologist. Her astrology column in the steamer is well known among Ritala his scholars. Her articles always cover super-specialized topics, but can still be appreciated by non-academics. That's no easy feat, huh? Her name seems to just roll off my tongue? Well, that's just because I have a lot of respect for amazing people."
20,"Oh, I know who you're talking about, like some minty, the legendary Spontomat prodigy who graduated in just two years, if only I had her brains. Huh? You met her in person when you were in monstead? Her, really? So, what's her studying process like, what books does she read and what kind of work does she do? Where should I start if I, if I want to learn from her? I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry,"
21,"Oh, d-dory. Uh, um, I-I took the plunge and bought something from her once. She looked you for it because I was settling the bill. I think she's soon, I have some sort of mega rich person, kept relentlessly sending product ads to me in the mail afterwards. Ugh! Biggest mistake of my life! I paid such a huge price for it, because not only did I spend all of my scholarship money in one go. But for most of the next year, I had to survive mainly on cheap vegetables. And I couldn't buy textbooks unless they were on sale."
22,"The general maha matra is really good at genius invocation TCG. Oh, I wonder if I mean if I ever got the chance, maybe I could play a game with him. Card games like genius invocation TCG are always easier when you're good at mental math, so actually I don't know, but I might not necessarily lose to him."
23,"Ah, I saw someone who matches that description when I woke up after sleepwalking for the first time. Candice, ah, now I know. I still remember the moment I woke up. All of my reports and essays were done at that time. It felt like, like, after pleading to the stars for days and days now, now they'd finally heard me and sent a messenger to help me. I-I-I felt so touched."
24,"I bet someone who's good enough to get a job like scribe never has to worry about whether their projects will get approved or be successful. Oh, wait. Oh, shoot! If he's a scribe, he probably doesn't have to do any projects in the first place. So lucky."
25,"Dear mighty God of Wisdom, I've been studying late into the night for days on end. Please let me pass this exam. Please. Please."
26,"Has Professor Farazan managed to get any students? People from the Haravata Darshan say that she always has difficulty getting funding for her projects, so it's hard for her to attract students too. Hmm."
27,"I'm not naturally talented nor am I a fast learner. I only got into the academia by studying like crazy for the entrance exam. Oh, shoot! I-I'm sorry, I can't chat right now. Mentioning the academia reminds me that my academic progress support is due soon, and they still haven't got any progress to write about yet."
28,"My relationship with my advisor? Uh, um, uh, how should I put it? Oh, don't get me wrong, she's been good to me, she even gave me a recommendation when I started at the school and every time I feel like I just can't go on, she's there to give me some, some much-neared encouragement and then to assign me another essay right after."
29,"Almost all of Sumeru's best and brightest have attended the academia, and there are a ton of scarily intelligent international students too. So you can imagine how competitive it is here, studying alongside some of these people. Sometimes it makes me wonder, am I really cut out for this?"
30,"Shh. Be quiet. Don't make her up. Just let her sleep peacefully. Who's her? Ah, while a very weary Layla who's constantly stressed about her schoolwork, of course. And me? I'm Layla, too."
31,"I've heard people say she thinks a blessing from the stars is the reason why all of her outstanding schoolwork gets magically finished while she's asleep. Ah, she has absolutely no idea. Oh, but seriously, don't tell her, okay?"
32,"Drawing star charts is really tiring work. I really don't think I'd be able to keep at it if it wasn't something I'm interested in. You have to use a ruler, then do some calculations on paper, then check past star logs. Before you know it's a whole day is gone. But then, when I look at the finished product, a huge neatly drawn accurate map of the stars. It always gives me a huge sense of accomplishment."
33,"I slept okay-ish before I came to the academia, but since I started my studies, there's so much pressure. I just want to be able to sleep the whole night through."
34,"Every night before I go to bed, I make myself a glass of warm milk and the whole boss sleep well tonight. The whole boss sleep well tonight. Whole boss sleep well tonight."
35,"Someone once told me about a mysterious merchant who was selling really effective sleep gummies. It cost all my scholarship money plus all the other moorites saved up. But I bought some. They worked great and for a while I slept like a baby, but there are two hundred thousand moral box. I can't afford that. I-I can't let myself buy them ever again. Nope. No way. Not even if they were by when get when freer. Well, buy one, get two, three, hmmm, actually, maybe I'd consider that."
36,"This is amazing! Ah, I'm so jealous. You're good at everything."
37,"Hmm, it's really good."
38,"Um, maybe we should just grab some takeout."
39,"Happy birthday, he got you this pocket astrolabe, the same stars witness the fate of the human race today, has stood yesterday, and as will forever, may they cast their gaze upon you and may they stay with you always through the desert and across the ocean until you reach your destination."
40,"Get it together, Layla. You've gotta work harder."
41,"Get it together, Layla! You're doing well so far, but you still gotta let it learn!"
42,"Get it together, Layla. You've been studying hard and reading everything you could get your hands on. Well done, but you can't afford to suck off now. The moment you get lazy, you'll fall behind and then they'll be having to postpone your graduation. Spare yourself a humiliation."
43,"Get it together, Layla. Believe in yourself and in the person who's helped you come this far. The two of you together can solve any problem that comes your way. Ugh, all right! Time to leave my worries behind. Let's go!"
44,"The night is cold."
45,"Not now."
46,"My Gahing Stars!"
47,"Stars shine for me."
48,"Call, mind to command."
49,"Don't be scared."
50,"Ah, a little girl's long way."
51,"Ah, glad I saw this. I almost didn't even notice it."
52,"Wow, suddenly, I don't feel so tired."
53,"Ah, so sleepy."
54,"Uh, no no no no!"
55,"Ah, is it too late for an extension?"
56,"Wake up! You'll look out for sleep!"
57,"Oh no, yeah, you're hurt."
58,"So sleep, sleep, at last."
59,"I'm sorry, Professor."
60,"This is just a... a... dream."
61,"Oh, come on! That's not fair!"
62,"Ah, that's against the rules."
63,"Can't sleep? Let's go for a walk then."
64,"I applied for vacation, you remember, too, right?"
65,"Ah, my mind is completely blank. I need to get out and unwind."
